State,Species,Endangerment,NaturaDB
Berlin,Filago lutescens,0,not in naturadb
Berlin,Filago minima,2,not in naturadb
Berlin,Filago vulgaris,1,not in naturadb
Berlin,Fragaria vesca,V,not in naturadb
Berlin,Galeobolon montanum,R,not in naturadb
Berlin,Galeopsis pubescens,2,not in naturadb
Berlin,Galium elongatum,V,not in naturadb
Berlin,Galium spurium,0,not in naturadb
Berlin,Gentianella campestris ssp. baltica,0,not in naturadb
Berlin,Gentianella uliginosa,0,not in naturadb
Berlin,Geranium columbinum,1,not in naturadb
Berlin,Geranium lucidum,R,not in naturadb
Berlin,Glyceria declinata,0,not in naturadb
Berlin,Goodyera repens,0,not in naturadb
Berlin,Gymnadenia densiflora,0,not in naturadb
Berlin,Gymnocarpium robertianum,1,not in naturadb
Berlin,Hammarbya paludosa,0,not in naturadb
Berlin,Helichrysum luteoalbum,0,not in naturadb
Berlin,Helictotrichon pratense,1,not in naturadb
Berlin,Helosciadium repens,0,not in naturadb
Berlin,Herminium monorchis,0,not in naturadb
Berlin,Hieracium caespitosum,1,not in naturadb
Berlin,Hieracium calodon ssp. tenuiceps,0,not in naturadb
Berlin,Hieracium echioides,0,not in naturadb
Berlin,Hieracium fallax ssp. durisetum,1,not in naturadb
Berlin,Hieracium glaucinum,R,not in naturadb
Berlin,Hieracium glaucinum ssp. heteroschistum,R,not in naturadb
Berlin,Hieracium glaucinum ssp. similatum,R,not in naturadb
Berlin,Hieracium macranthelum,0,not in naturadb
Berlin,Hieracium maculatum,1,not in naturadb
Berlin,Hieracium maculatum ssp. cruentum,0,not in naturadb
Berlin,Hieracium maculatum ssp. divisum,0,not in naturadb
Berlin,Hieracium maculatum ssp. fictum,1,not in naturadb
Berlin,Hieracium maculatum ssp. tinctum,1,not in naturadb
Berlin,Hieracium prussicum,0,not in naturadb
Berlin,Hieracium vasconicum,0,not in naturadb
Berlin,Hierochloe hirta ssp. praetermissa,1,not in naturadb
Berlin,Holosteum umbellatum,V,not in naturadb
Berlin,Huperzia selago,0,not in naturadb
Berlin,Hypericum humifusum,1,not in naturadb
Berlin,Hypopitys hypophegea,0,not in naturadb
Berlin,Hypopitys monotropa,1,not in naturadb
Berlin,Illecebrum verticillatum,0,not in naturadb
Berlin,Isolepis setacea,1,not in naturadb
Berlin,Iva xanthiifolia,V,not in naturadb
Berlin,Juncus acutiflorus,1,not in naturadb
Berlin,Juncus alpinoarticulatus,1,not in naturadb
Berlin,Juncus bulbosus,2,not in naturadb
Berlin,Juncus capitatus,0,not in naturadb
Berlin,Juncus filiformis,1,not in naturadb
Berlin,Juncus gerardi,1,not in naturadb
Berlin,Juncus minutulus,0,not in naturadb
Berlin,Juncus squarrosus,0,not in naturadb
Berlin,Juncus tenageia,1,not in naturadb
Berlin,Kickxia elatine,0,not in naturadb
Berlin,Koeleria macrantha,2,not in naturadb
Berlin,Lappula squarrosa,0,not in naturadb
Berlin,Lathraea squamaria,1,not in naturadb
Berlin,Leersia oryzoides,1,not in naturadb
Berlin,Leontodon saxatilis,V,not in naturadb
Berlin,Lepidium coronopus,0,not in naturadb
Berlin,Lepidium heterophyllum,R,not in naturadb
Berlin,Lepidium virginicum,3,not in naturadb
Berlin,Limosella aquatica,0,not in naturadb
Berlin,Linaria arvensis,0,not in naturadb
Berlin,Linnaea borealis,0,not in naturadb
Berlin,Linum catharticum,2,not in naturadb
Berlin,Liparis loeselii,0,not in naturadb
Berlin,Littorella uniflora,0,not in naturadb
Berlin,Lolium remotum,0,not in naturadb
Berlin,Lotus tenuis,1,not in naturadb
Berlin,Luronium natans,0,not in naturadb
Berlin,Luzula pallescens,1,not in naturadb
Berlin,Lycopodiella inundata,0,not in naturadb
Berlin,Lycopodium annotinum,1,not in naturadb
Berlin,Lycopodium clavatum,0,not in naturadb
Berlin,Malva pusilla,1,not in naturadb
Berlin,Medicago minima,2,not in naturadb
Berlin,Melampyrum cristatum,0,not in naturadb
Berlin,Melilotus altissimus,0,not in naturadb
Berlin,Minuartia viscosa,0,not in naturadb
Berlin,Moneses uniflora,0,not in naturadb
Berlin,Montia arvensis,0,not in naturadb
Berlin,Myosotis discolor,0,not in naturadb
Berlin,Myosotis laxa,1,not in naturadb
Berlin,Myosotis sparsiflora,2,not in naturadb
Berlin,Myosurus minimus,1,not in naturadb
Berlin,Najas marina ssp. intermedia,G,not in naturadb
Berlin,Najas marina ssp. marina,1,not in naturadb
Berlin,Najas minor,1,not in naturadb
Berlin,Neottia nidus-avis,0,not in naturadb
Berlin,Neslia paniculata,0,not in naturadb
Berlin,Oenanthe fistulosa,0,not in naturadb
Berlin,Oenothera ammophila,2,not in naturadb
Berlin,Oenothera canovirens,3,not in naturadb
Berlin,Oenothera depressa,V,not in naturadb
Berlin,Oenothera parviflora,1,not in naturadb
Berlin,Oenothera suaveolens,0,not in naturadb
Berlin,Ophioglossum vulgatum,1,not in naturadb
Berlin,Orchis coriophora,0,not in naturadb
Berlin,Orchis militaris,1,not in naturadb
Berlin,Orchis morio,0,not in naturadb
Berlin,Orchis palustris,0,not in naturadb
Berlin,Orchis pyramidalis,0,not in naturadb
Berlin,Ornithogalum boucheanum,V,not in naturadb
Berlin,Orobanche arenaria,0,not in naturadb
Berlin,Orthilia secunda,2,not in naturadb
Berlin,Parnassia palustris,1,not in naturadb
Berlin,Pedicularis palustris,1,not in naturadb
Berlin,Pedicularis sylvatica,0,not in naturadb
Berlin,Peplis portula,1,not in naturadb
Berlin,Persicaria minor,3,not in naturadb
Berlin,Persicaria mitis,G,not in naturadb
Berlin,Pilularia globulifera,0,not in naturadb
Berlin,Pinguicula vulgaris,0,not in naturadb
Berlin,Polycnemum arvense,0,not in naturadb
Berlin,Potamogeton acutifolius,1,not in naturadb
Berlin,Potamogeton alpinus,1,not in naturadb
Berlin,Potamogeton angustifolius,2,not in naturadb
Berlin,Potamogeton berchtoldii,G,not in naturadb
Berlin,Potamogeton compressus,1,not in naturadb
Berlin,Potamogeton friesii,1,not in naturadb
Berlin,Potamogeton gramineus,0,not in naturadb
Berlin,Potamogeton lucens x praelongus,0,not in naturadb
Berlin,Potamogeton nitens,0,not in naturadb
Berlin,Potamogeton nodosus,1,not in naturadb
Berlin,Potamogeton obtusifolius,1,not in naturadb
Berlin,Potamogeton perfoliatus,1,not in naturadb
Berlin,Potamogeton praelongus,0,not in naturadb
Berlin,Potamogeton pusillus,G,not in naturadb
Berlin,Potamogeton rutilus,0,not in naturadb
Berlin,Potamogeton trichoides,1,not in naturadb
Berlin,Potentilla collina,0,not in naturadb
Berlin,Potentilla heptaphylla,1,not in naturadb
Berlin,Potentilla intermedia,V,not in naturadb
Berlin,Potentilla norvegica,V,not in naturadb
Berlin,Potentilla subarenaria,G,not in naturadb
Berlin,Potentilla supina,2,not in naturadb
Berlin,Pulicaria vulgaris,1,not in naturadb
Berlin,Pulsatilla vernalis,0,not in naturadb
Berlin,Pyrola chlorantha,1,not in naturadb
Berlin,Pyrola minor,1,not in naturadb
Berlin,Pyrola rotundifolia,0,not in naturadb
Berlin,Radiola linoides,0,not in naturadb
Berlin,Ranunculus circinatus,1,not in naturadb
Berlin,Ranunculus fluitans,2,not in naturadb
Berlin,Ranunculus peltatus,1,not in naturadb
Berlin,Ranunculus trichophyllus,1,not in naturadb
Berlin,Ranunculus auricomus,3,not in naturadb
Berlin,Ranunculus suborbicularis,0,not in naturadb
Berlin,Ranunculus sardous,1,not in naturadb
Berlin,Rhynchospora alba,1,not in naturadb
Berlin,Rorippa anceps,0,not in naturadb
Berlin,Rosa caesia,1,not in naturadb
Berlin,Rosa gremlii,3,not in naturadb
Berlin,Rosa inodora,2,not in naturadb
Berlin,Rosa marginata,0,not in naturadb
Berlin,Rosa pseudoscabriuscula,1,not in naturadb
Berlin,Rosa subcanina,3,not in naturadb
Berlin,Rosa subcollina,3,not in naturadb
Berlin,Rubus decurrentispinus,0,not in naturadb
Berlin,Rubus fasciculatiformis,1,not in naturadb
Berlin,Rubus franconicus,0,not in naturadb
Berlin,Rubus hevellicus,G,not in naturadb
Berlin,Rubus nemorosus,G,not in naturadb
Berlin,Rubus orthostachys,1,not in naturadb
Berlin,Rubus walsemannii,1,not in naturadb
Berlin,Rubus wessbergii,R,not in naturadb
Berlin,Rubus aphananthus,R,not in naturadb
Berlin,Rubus montanus,1,not in naturadb
Berlin,Rubus nessensis,G,not in naturadb
Berlin,Rubus radula,R,not in naturadb
Berlin,Rubus rudis,1,not in naturadb
Berlin,Rubus senticosus,R,not in naturadb
Berlin,Rubus sorbicus,0,not in naturadb
Berlin,Rumex confertus,0,not in naturadb
Berlin,Rumex palustris,V,not in naturadb
Berlin,Rumex triangulivalvis,1,not in naturadb
Berlin,Salix meyeriana,V,not in naturadb
Berlin,Salix myrsinifolia,3,not in naturadb
Berlin,Salvinia natans,0,not in naturadb
Berlin,Samolus valerandi,0,not in naturadb
Berlin,Saxifraga tridactylites,V,not in naturadb
Berlin,Scheuchzeria palustris,0,not in naturadb
Berlin,Schoenoplectus supinus,0,not in naturadb
Berlin,Scilla amoena,R,not in naturadb
Berlin,Scleranthus polycarpos,2,not in naturadb
Berlin,Scolochloa festucacea,0,not in naturadb
Berlin,Scolochloa marchica,1,not in naturadb
Berlin,Scutellaria hastifolia,0,not in naturadb
Berlin,Sedum villosum,0,not in naturadb
Berlin,Selaginella apoda,0,not in naturadb
Berlin,Senecio erraticus,0,not in naturadb
Berlin,Silene chlorantha,2,not in naturadb
Berlin,Silene conica,1,not in naturadb
Berlin,Silene dichotoma,0,not in naturadb
Berlin,Silene tatarica,3,not in naturadb
Berlin,Sparganium natans,1,not in naturadb
Berlin,Spergula pentandra,0,not in naturadb
Berlin,Spiranthes spiralis,0,not in naturadb
Berlin,Stachys arvensis,0,not in naturadb
Berlin,Stellaria crassifolia,0,not in naturadb
Berlin,Stellaria neglecta,R,not in naturadb
Berlin,Stellaria palustris,3,not in naturadb
Berlin,Stipa borysthenica ssp. borysthenica,0,not in naturadb
Berlin,Swertia perennis,0,not in naturadb
Berlin,Taraxacum sect.,0,not in naturadb
Berlin,Taraxacum nordstedtii,0,not in naturadb
Berlin,Taraxacum tortilobum,0,not in naturadb
Berlin,Taraxacum sect.,0,not in naturadb
Berlin,Taraxacum germanicum,0,not in naturadb
Berlin,Taraxacum trilobifolium,0,not in naturadb
Berlin,Taraxacum subalpinum,G,not in naturadb
Berlin,Teesdalia nudicaulis,V,not in naturadb
Berlin,Tephroseris palustris,1,not in naturadb
Berlin,Thalictrum simplex,0,not in naturadb
Berlin,Thelypteris limbosperma,1,not in naturadb
Berlin,Thesium ebracteatum,0,not in naturadb
Berlin,Thesium linophyllon,0,not in naturadb
Berlin,Thymus oblongifolius,0,not in naturadb
Berlin,Tofieldia calyculata,0,not in naturadb
Berlin,Tragopogon orientalis,0,not in naturadb
Berlin,Trifolium aureum,0,not in naturadb
Berlin,Trifolium fragiferum,1,not in naturadb
Berlin,Triglochin maritima,0,not in naturadb
Berlin,Triglochin palustris,2,not in naturadb
Berlin,Urtica kioviensis,1,not in naturadb
Berlin,Utricularia australis,1,not in naturadb
Berlin,Utricularia intermedia,0,not in naturadb
Berlin,Utricularia minor,1,not in naturadb
Berlin,Vaccinium x intermedium,0,not in naturadb
Berlin,Valeriana excelsa ssp. excelsa,R,not in naturadb
Berlin,Valeriana excelsa ssp. sambucifolia,0,not in naturadb
Berlin,Valerianella dentata,0,not in naturadb
Berlin,Valerianella rimosa,0,not in naturadb
Berlin,Veronica agrestis,1,not in naturadb
Berlin,Veronica anagallis-aquatica,3,not in naturadb
Berlin,Veronica catenata,2,not in naturadb
Berlin,Veronica dillenii,1,not in naturadb
Berlin,Veronica hederifolia,2,not in naturadb
Berlin,Veronica maritima,1,not in naturadb
Berlin,Veronica opaca,0,not in naturadb
Berlin,Veronica polita,2,not in naturadb
Berlin,Veronica praecox,1,not in naturadb
Berlin,Veronica scutellata,2,not in naturadb
Berlin,Veronica triphyllos,V,not in naturadb
Berlin,Veronica verna,2,not in naturadb
Berlin,Viola stagnina,0,not in naturadb
Berlin,Vulpia bromoides,0,not in naturadb
Berlin,Vulpia myuros,3,not in naturadb
Berlin,Wolffia arrhiza,2,not in naturadb
Berlin,Xanthium strumarium,0,not in naturadb
Berlin,Zannichellia palustris,1,not in naturadb
Brandenburg,Zannichellia palustris ssp. palustris,0,not in naturadb
Brandenburg,Acroptilon repens,0,not in naturadb
Brandenburg,Alchemilla filicaulis,0,not in naturadb
Brandenburg,Androsace elongata,0,not in naturadb
Brandenburg,Androsace septentrionalis,0,not in naturadb
Brandenburg,Anemone x seemenii,0,not in naturadb
Brandenburg,Apium inundatum,0,not in naturadb
Brandenburg,Arabis auriculata,0,not in naturadb
Brandenburg,Asperula arvensis,0,not in naturadb
Brandenburg,Asplenium septentrionale,0,not in naturadb
Brandenburg,Atriplex rosea,0,not in naturadb
Brandenburg,Blysmus rufus,0,not in naturadb
Brandenburg,Botrychium simplex,0,not in naturadb
Brandenburg,Bromus brachystachys,0,not in naturadb
Brandenburg,Bupleurum tenuissimum,0,not in naturadb
Brandenburg,Caldesia parnassifolia,0,not in naturadb
Brandenburg,Callitriche hermaphroditica,0,not in naturadb
Brandenburg,Camelina alyssum,0,not in naturadb
Brandenburg,Camelina sativa,0,not in naturadb
Brandenburg,Carex buxbaumii,0,not in naturadb
Brandenburg,Chamaespartium sagittale,0,not in naturadb
Brandenburg,Chenopodium botryodes,0,not in naturadb
Brandenburg,Chenopodium opulifolium,0,not in naturadb
Brandenburg,Chenopodium vulvaria,0,not in naturadb
Brandenburg,Cicendia filiformis,0,not in naturadb
Brandenburg,Crassula aquatica,0,not in naturadb
Brandenburg,Crassula tillaea,0,not in naturadb
Brandenburg,Crepis foetida,0,not in naturadb
Brandenburg,Cuscuta epilinum,0,not in naturadb
Brandenburg,Dactylorhiza sambucina,0,not in naturadb
Brandenburg,Dorycnium herbaceum,0,not in naturadb
Brandenburg,Epipactis purpurata,0,not in naturadb
Brandenburg,Epipogium aphyllum,0,not in naturadb
Brandenburg,Filago lutescens,0,not in naturadb
Brandenburg,Gentianella amarella,0,not in naturadb
Brandenburg,Gentianella campestris,0,not in naturadb
Brandenburg,Geranium divaricatum,0,not in naturadb
Brandenburg,Gladiolus imbricatus,0,not in naturadb
Brandenburg,Goodyera repens,0,not in naturadb
Brandenburg,Groenlandia densa,0,not in naturadb
Brandenburg,Herminium monorchis,0,not in naturadb
Brandenburg,Hieracium calodon,0,not in naturadb
Brandenburg,Hieracium laurinum,0,not in naturadb
Brandenburg,Hieracium leptophyton,0,not in naturadb
Brandenburg,Hieracium macrostolonum,0,not in naturadb
Brandenburg,Hieracium rothianum,0,not in naturadb
Brandenburg,Hieracium schultesii,0,not in naturadb
Brandenburg,Hieracium visianii,0,not in naturadb
Brandenburg,Lamium confertum,0,not in naturadb
Brandenburg,Lilium bulbiferum,0,not in naturadb
Brandenburg,Linaria arvensis,0,not in naturadb
Brandenburg,Listera cordata,0,not in naturadb
Brandenburg,Lolium remotum,0,not in naturadb
Brandenburg,Malaxis monophyllos,0,not in naturadb
Brandenburg,Minuartia hybrida,0,not in naturadb
Brandenburg,Minuartia viscosa,0,not in naturadb
Brandenburg,Najas flexilis,0,not in naturadb
Brandenburg,Najas minor,0,not in naturadb
Brandenburg,Ophrys holoserica,0,not in naturadb
Brandenburg,Ophrys insectifera,0,not in naturadb
Brandenburg,Orchis coriophora,0,not in naturadb
Brandenburg,Orchis mascula,0,not in naturadb
Brandenburg,Orchis ustulata,0,not in naturadb
Brandenburg,Orobanche alba,0,not in naturadb
Brandenburg,Orobanche ramosa,0,not in naturadb
Brandenburg,Phleum arenarium,0,not in naturadb
Brandenburg,Plantago maritima,0,not in naturadb
Brandenburg,Poa badensis,0,not in naturadb
Brandenburg,Polycnemum arvense,0,not in naturadb
Brandenburg,Potentilla collina,0,not in naturadb
Brandenburg,Pulsatilla vernalis,0,not in naturadb
Brandenburg,Pyrola media,0,not in naturadb
Brandenburg,Ranunculus reptans,0,not in naturadb
Brandenburg,Salicornia europaea,0,not in naturadb
Brandenburg,Saxifraga hirculus,0,not in naturadb
Brandenburg,Schoenus ferrugineus,0,not in naturadb
Brandenburg,Sedum villosum,0,not in naturadb
Brandenburg,Selaginella apoda,0,not in naturadb
Brandenburg,Silene dichotoma,0,not in naturadb
Brandenburg,Spergula pentandra,0,not in naturadb
Brandenburg,Spergularia segetalis,0,not in naturadb
Brandenburg,Spiranthes spiralis,0,not in naturadb
Brandenburg,Stellaria crassifolia,0,not in naturadb
Brandenburg,Taraxacum ancoriferum,0,not in naturadb
Brandenburg,Taraxacum germanicum,0,not in naturadb
Brandenburg,Taraxacum pauckertianum,0,not in naturadb
Brandenburg,Thalictrum simplex,0,not in naturadb
Brandenburg,Thymelaea passerina,0,not in naturadb
Brandenburg,Tofieldia calyculata,0,not in naturadb
Brandenburg,Trichophorum alpinum,0,not in naturadb
Brandenburg,Vaccaria hispanica,0,not in naturadb
Brandenburg,Viola epipsila,0,not in naturadb
Brandenburg,Ajuga pyramidalis,1,not in naturadb
Brandenburg,Alchemilla glaucescens,1,not in naturadb
Brandenburg,Alchemilla plicata,1,not in naturadb
Brandenburg,Alchemilla propinqua,1,not in naturadb
Brandenburg,Alchemilla subcrenata,1,not in naturadb
Brandenburg,Alchemilla vestita,1,not in naturadb
Brandenburg,Aldrovanda vesiculosa,1,not in naturadb
Brandenburg,Allium senescens,1,not in naturadb
Brandenburg,Anacamptis pyramidalis,1,not in naturadb
Brandenburg,Anagallis foemina,1,not in naturadb
Brandenburg,Arabis nemorensis,1,not in naturadb
Brandenburg,Asplenium viride,1,not in naturadb
Brandenburg,Aster tripolium,1,not in naturadb
Brandenburg,Astragalus danicus,1,not in naturadb
Brandenburg,Botrychium multifidum,1,not in naturadb
Brandenburg,Bromus arvensis,1,not in naturadb
Brandenburg,Bromus ramosus,1,not in naturadb
Brandenburg,Bromus secalinus,1,not in naturadb
Brandenburg,Buglossoides arvensis,1,not in naturadb
Brandenburg,Carex chordorrhiza,1,not in naturadb
Brandenburg,Carex dioica,1,not in naturadb
Brandenburg,Carex hartmanii,1,not in naturadb
Brandenburg,Carex hostiana,1,not in naturadb
Brandenburg,Carex pulicaris,1,not in naturadb
Brandenburg,Carex tomentosa,1,not in naturadb
Brandenburg,Carex x gaudiniana,1,not in naturadb
Brandenburg,Catabrosa aquatica,1,not in naturadb
Brandenburg,Centaurium littorale,1,not in naturadb
Brandenburg,Centunculus minimus,1,not in naturadb
Brandenburg,Cephalanthera longifolia,1,not in naturadb
Brandenburg,Chenopodium murale,1,not in naturadb
Brandenburg,Chenopodium urbicum,1,not in naturadb
Brandenburg,Chrysosplenium oppositifolium,1,not in naturadb
Brandenburg,Cirsium heterophyllum,1,not in naturadb
Brandenburg,Cirsium x silesiacum,1,not in naturadb
Brandenburg,Cirsium x tataricum,1,not in naturadb
Brandenburg,Coeloglossum viride,1,not in naturadb
Brandenburg,Corallorhiza trifida,1,not in naturadb
Brandenburg,Crataegus rhipidophylla,1,not in naturadb
Brandenburg,Crepis praemorsa,1,not in naturadb
Brandenburg,Cyperus flavescens,1,not in naturadb
Brandenburg,Cypripedium calceolus,1,not in naturadb
Brandenburg,Dactylorhiza majalis,1,not in naturadb
Brandenburg,Deschampsia setacea,1,not in naturadb
Brandenburg,Diphasiastrum tristachyum,1,not in naturadb
Brandenburg,Diphasiastrum zeilleri,1,not in naturadb
Brandenburg,Drosera longifolia,1,not in naturadb
Brandenburg,Eleocharis multicaulis,1,not in naturadb
Brandenburg,Eleocharis ovata,1,not in naturadb
Brandenburg,Eleocharis quinqueflora,1,not in naturadb
Brandenburg,Eleogiton fluitans,1,not in naturadb
Brandenburg,Epipactis albensis,1,not in naturadb
Brandenburg,Eriophorum gracile,1,not in naturadb
Brandenburg,Euphrasia nemorosa,1,not in naturadb
Brandenburg,Euphrasia officinalis,1,not in naturadb
Brandenburg,Filago vulgaris,1,not in naturadb
Brandenburg,Gagea bohemica,1,not in naturadb
Brandenburg,Gagea minima,1,not in naturadb
Brandenburg,Galium rotundifolium,1,not in naturadb
Brandenburg,Galium wirtgenii,1,not in naturadb
Brandenburg,Gentianella uliginosa,1,not in naturadb
Brandenburg,Glaux maritima,1,not in naturadb
Brandenburg,Hammarbya paludosa,1,not in naturadb
Brandenburg,Hieracium bifurcum,1,not in naturadb
Brandenburg,Hieracium brachiatum,1,not in naturadb
Brandenburg,Hieracium fallax,1,not in naturadb
Brandenburg,Hieracium floribundum,1,not in naturadb
Brandenburg,Hieracium glomeratum,1,not in naturadb
Brandenburg,Hordeum secalinum,1,not in naturadb
Brandenburg,Huperzia selago,1,not in naturadb
Brandenburg,Hypericum pulchrum,1,not in naturadb
Brandenburg,Illecebrum verticillatum,1,not in naturadb
Brandenburg,Inula germanica,1,not in naturadb
Brandenburg,Jovibarba globifera,1,not in naturadb
Brandenburg,Juncus atratus,1,not in naturadb
Brandenburg,Jurinea cyanoides,1,not in naturadb
Brandenburg,Lathyrus nissolia,1,not in naturadb
Brandenburg,Liparis loeselii,1,not in naturadb
Brandenburg,Littorella uniflora,1,not in naturadb
Brandenburg,Ludwigia palustris,1,not in naturadb
Brandenburg,Luronium natans,1,not in naturadb
Brandenburg,Melampyrum cristatum,1,not in naturadb
Brandenburg,Melilotus altissimus,1,not in naturadb
Brandenburg,Melilotus dentatus,1,not in naturadb
Brandenburg,Moenchia erecta,1,not in naturadb
Brandenburg,Montia fontana,1,not in naturadb
Brandenburg,Montia fontana,1,not in naturadb
Brandenburg,Neslia paniculata,1,not in naturadb
Brandenburg,Orchis morio,1,not in naturadb
Brandenburg,Orchis palustris,1,not in naturadb
Brandenburg,Orchis purpurea,1,not in naturadb
Brandenburg,Orchis tridentata,1,not in naturadb
Brandenburg,Orobanche alsatica,1,not in naturadb
Brandenburg,Orobanche arenaria,1,not in naturadb
Brandenburg,Orobanche bohemica,1,not in naturadb
Brandenburg,Orobanche elatior,1,not in naturadb
Brandenburg,Orobanche purpurea,1,not in naturadb
Brandenburg,Pedicularis palustris,1,not in naturadb
Brandenburg,Pedicularis sylvatica,1,not in naturadb
Brandenburg,Pinguicula vulgaris,1,not in naturadb
Brandenburg,Polygala amarella,1,not in naturadb
Brandenburg,Polygala serpyllifolia,1,not in naturadb
Brandenburg,Potamogeton filiformis,1,not in naturadb
Brandenburg,Potamogeton nodosus,1,not in naturadb
Brandenburg,Potamogeton rutilus,1,not in naturadb
Brandenburg,Potamogeton x angustifolius,1,not in naturadb
Brandenburg,Potamogeton x nitens,1,not in naturadb
Brandenburg,Potamogeton x salicifolius,1,not in naturadb
Brandenburg,Potamogeton x sparganiifolius,1,not in naturadb
Brandenburg,Prunella laciniata,1,not in naturadb
Brandenburg,Pseudognaphalium luteoalbum,1,not in naturadb
Brandenburg,Pyrola rotundifolia,1,not in naturadb
Brandenburg,Radiola linoides,1,not in naturadb
Brandenburg,Ranunculus illyricus,1,not in naturadb
Brandenburg,Rhynchospora fusca,1,not in naturadb
Brandenburg,Rosa jundzilli,1,not in naturadb
Brandenburg,Sagina apetala,1,not in naturadb
Brandenburg,Schoenoplectus supinus,1,not in naturadb
Brandenburg,Scirpoides holoschoenus,1,not in naturadb
Brandenburg,Silene gallica,1,not in naturadb
Brandenburg,Spergularia echinosperma,1,not in naturadb
Brandenburg,Spergularia salina,1,not in naturadb
Brandenburg,Stachys annua,1,not in naturadb
Brandenburg,Stachys arvensis,1,not in naturadb
Brandenburg,Stellaria longifolia,1,not in naturadb
Brandenburg,Stipa borysthenica,1,not in naturadb
Brandenburg,Stipa borysthenica,1,not in naturadb
Brandenburg,Swertia perennis,1,not in naturadb
Brandenburg,Taraxacum balticum,1,not in naturadb
Brandenburg,Taraxacum bavaricum,1,not in naturadb
Brandenburg,Taraxacum brandenburgicum,1,not in naturadb
Brandenburg,Taraxacum geminidentatum,1,not in naturadb
Brandenburg,Taraxacum litorale,1,not in naturadb
Brandenburg,Taraxacum nordstedtii,1,not in naturadb
Brandenburg,Taraxacum trilobifolium,1,not in naturadb
Brandenburg,Thalictrum aquilegiifolium,1,not in naturadb
Brandenburg,Thesium alpinum,1,not in naturadb
Brandenburg,Thesium ebracteatum,1,not in naturadb
Brandenburg,Thymus pannonicus,1,not in naturadb
Brandenburg,Thymus x desertostepposus,1,not in naturadb
Brandenburg,Tordylium maximum,1,not in naturadb
Brandenburg,Torilis arvensis,1,not in naturadb
Brandenburg,Tuberaria guttata,1,not in naturadb
Brandenburg,Valerianella rimosa,1,not in naturadb
Brandenburg,Veronica jacquinii,1,not in naturadb
Brandenburg,Veronica opaca,1,not in naturadb
Brandenburg,Viscum abietis,1,not in naturadb
Brandenburg,Vulpia bromoides,1,not in naturadb
Brandenburg,Xanthium strumarium,1,not in naturadb
Brandenburg,Alchemilla glabra,2,not in naturadb
Brandenburg,Alchemilla micans,2,not in naturadb
Brandenburg,Alchemilla monticola,2,not in naturadb
Brandenburg,Alisma gramineum,2,not in naturadb
Brandenburg,Anthemis cotula,2,not in naturadb
Brandenburg,Apium repens,2,not in naturadb
Brandenburg,Arnoseris minima,2,not in naturadb
Brandenburg,Astragalus arenarius,2,not in naturadb
Brandenburg,Betonica officinalis,2,not in naturadb
Brandenburg,Blysmus compressus,2,not in naturadb
Brandenburg,Botrychium lunaria,2,not in naturadb
Brandenburg,Botrychium matricariifolium,2,not in naturadb
Brandenburg,Bromus benekenii,2,not in naturadb
Brandenburg,Bromus racemosus,2,not in naturadb
Brandenburg,Cardamine parviflora,2,not in naturadb
Brandenburg,Carex bohemica,2,not in naturadb
Brandenburg,Carex cespitosa,2,not in naturadb
Brandenburg,Carex lepidocarpa,2,not in naturadb
Brandenburg,Carex limosa,2,not in naturadb
Brandenburg,Carex supina,2,not in naturadb
Brandenburg,Centaurium pulchellum,2,not in naturadb
Brandenburg,Cephalanthera rubra,2,not in naturadb
Brandenburg,Chimaphila umbellata,2,not in naturadb
Brandenburg,Circaea alpina,2,not in naturadb
Brandenburg,Coronopus squamatus,2,not in naturadb
Brandenburg,Cucubalus baccifer,2,not in naturadb
Brandenburg,Cuscuta epithymum,2,not in naturadb
Brandenburg,Dactylorhiza fuchsii,2,not in naturadb
Brandenburg,Dactylorhiza majalis,2,not in naturadb
Brandenburg,Dactylorhiza x aschersoniana,2,not in naturadb
Brandenburg,Diphasiastrum complanatum,2,not in naturadb
Brandenburg,Drosera intermedia,2,not in naturadb
Brandenburg,Elatine alsinastrum,2,not in naturadb
Brandenburg,Elatine hexandra,2,not in naturadb
Brandenburg,Elatine hydropiper,2,not in naturadb
Brandenburg,Elatine triandra,2,not in naturadb
Brandenburg,Epipactis palustris,2,not in naturadb
Brandenburg,Euphorbia exigua,2,not in naturadb
Brandenburg,Euphrasia micrantha,2,not in naturadb
Brandenburg,Gagea spathacea,2,not in naturadb
Brandenburg,Galium spurium,2,not in naturadb
Brandenburg,Gymnocarpium robertianum,2,not in naturadb
Brandenburg,Helianthemum ovatum,2,not in naturadb
Brandenburg,Helictotrichon pratense,2,not in naturadb
Brandenburg,Hieracium caespitosum,2,not in naturadb
Brandenburg,Hieracium zizianum,2,not in naturadb
Brandenburg,Juncus capitatus,2,not in naturadb
Brandenburg,Juncus filiformis,2,not in naturadb
Brandenburg,Juncus gerardii,2,not in naturadb
Brandenburg,Juncus squarrosus,2,not in naturadb
Brandenburg,Juncus tenageia,2,not in naturadb
Brandenburg,Kickxia elatine,2,not in naturadb
Brandenburg,Lappula squarrosa,2,not in naturadb
Brandenburg,Lastrea limbosperma,2,not in naturadb
Brandenburg,Linnaea borealis,2,not in naturadb
Brandenburg,Lotus tenuis,2,not in naturadb
Brandenburg,Lycopodiella inundata,2,not in naturadb
Brandenburg,Lycopodium annotinum,2,not in naturadb
